"","ID","Region","RiverName","Date","Lattitude","Longitude","DOC_mgL","C1_percent","C4_percent","DHg_ngL","DMeHg_ngL","DMeHg_DHg_ratio","d13C_CO2_permil","d13C_CH4_permil","alpha_CO2CH4","CO2_mgCL","CH4_mgCL","FOX","MOX_mgCL"
"306","RO1-108-HYPO-A18","RR","La_Romaine",NA,50.42945,-63.21962,5.50304039610596,0.556716736301139,0.0187035133646152,1.81620471581847,0.123486079733048,0.0679912779972051,-23.6250143607035,-34.8217666867583,1.01160070952659,1.98412896155173,0.209456262790071,1.44631095837572,0.302938888173706
"307","RO1-22","RR","La_Romaine",NA,50.46216,-63.22828,4.88,0.513834574516611,0.046199863953366,1.18229386026819,0.131272000523594,0.111031618225452,NA,NA,NA,1.17979062736134,0.126022854168092,NA,NA
"308","RO1-22","RR","La_Romaine",NA,50.46216,-63.22828,4.88,0.513834574516611,0.046199863953366,1.18229386026819,0.131272000523594,0.111031618225452,NA,NA,NA,1.17979062736134,0.126022854168092,NA,NA
"309","RO1-22.1-A18","RR","La_Romaine",NA,50.46254,-63.23069,5.3589429835,0.541970257049328,0.0373255960963409,2.19473997574852,0.141161116602406,0.0643179229258188,-18.5719531687386,-41.4457971708881,1.02386285922553,0.850176576687244,0.410810065042895,0.42552330938822,0.174809258407043
"310","RO1-22.1-A18","RR","La_Romaine",NA,50.46254,-63.23069,5.3589429835,0.541970257049328,0.0373255960963409,2.19473997574852,0.141161116602406,0.0643179229258188,-18.5719531687386,-41.4457971708881,1.02386285922553,0.850176576687244,0.410810065042895,0.42552330938822,0.174809258407043
"311","RO1-22.1-A18-HYPO","RR","La_Romaine",NA,50.46254,-63.23069,5.62196961858807,0.517662980037771,0.0679765769381946,1.78039727942878,0.230399476713606,0.129409025376363,-21.6929128371313,-39.8981715154956,1.01896179981982,1.19474037738479,0.194878468277534,0.617126464560301,0.120264660147041
"312","RO1-22.1-A18-HYPO","RR","La_Romaine",NA,50.46254,-63.23069,5.62196961858807,0.517662980037771,0.0679765769381946,1.78039727942878,0.230399476713606,0.129409025376363,-21.6929128371313,-39.8981715154956,1.01896179981982,1.19474037738479,0.194878468277534,0.617126464560301,0.120264660147041
"313","RO1-22-A17","RR","La_Romaine",NA,50.46216,-63.22828,5.5039942099599,0.538066281032318,0.0334778900061696,1.54318138530873,0.165068716914391,0.106966503410335,NA,NA,NA,1.04724674928568,0.584220693811729,NA,NA
"314","RO1-22-A17","RR","La_Romaine",NA,50.46216,-63.22828,5.5039942099599,0.538066281032318,0.0334778900061696,1.54318138530873,0.165068716914391,0.106966503410335,NA,NA,NA,1.04724674928568,0.584220693811729,NA,NA
"315","RO1-22-A18","RR","La_Romaine",NA,50.46225,-63.22861,5.83338553584034,0.542689591580525,0.0441138986664267,1.96926011511836,0.193384758876304,0.0982017344441472,NA,NA,NA,NA,NA,NA,NA
"316","RO1-22-A18","RR","La_Romaine",NA,50.46225,-63.22861,5.83338553584034,0.542689591580525,0.0441138986664267,1.96926011511836,0.193384758876304,0.0982017344441472,NA,NA,NA,NA,NA,NA,NA
"317","RO1-24","RR","La_Romaine",NA,50.62653,-63.18717,5.1975,0.537365829362633,0.031959337400403,1.1253973274715,0.22216127999245,0.197406973136852,NA,NA,NA,1.86185940005345,0.0142778652683859,NA,NA
"318","RO1-24","RR","La_Romaine",NA,50.62653,-63.18717,5.1975,0.537365829362633,0.031959337400403,1.1253973274715,0.22216127999245,0.197406973136852,NA,NA,NA,1.86185940005345,0.0142778652683859,NA,NA
"319","RO1-24.2","RR","La_Romaine",NA,50.62084,-63.169,NA,0.533819625517735,0.0508161183620108,1.54229953441385,0.202597211254446,0.131360482664895,NA,NA,NA,1.78505742281655,0.0123018571261756,NA,NA
"320","RO1-24.2","RR","La_Romaine",NA,50.62084,-63.169,NA,0.533819625517735,0.0508161183620108,1.54229953441385,0.202597211254446,0.131360482664895,NA,NA,NA,1.78505742281655,0.0123018571261756,NA,NA
"321","RO1-24.2-A17","RR","La_Romaine",NA,50.62084,-63.169,7.01550366543755,0.517774920764099,0.0509680058322567,2.30869442726511,0.0870613824780138,0.0377102233408807,NA,NA,NA,1.02387519147513,0.0234266680390409,NA,NA
"322","RO1-24.2-A17","RR","La_Romaine",NA,50.62084,-63.169,7.01550366543755,0.517774920764099,0.0509680058322567,2.30869442726511,0.0870613824780138,0.0377102233408807,NA,NA,NA,1.02387519147513,0.0234266680390409,NA,NA
"323","RO1-24.2-A18","RR","La_Romaine",NA,50.6208,-63.16891,5.71569474318558,0.535815237127046,0.0562622980806849,2.0846347565024,0.0999388795574223,0.0479407144324409,NA,NA,NA,0.994848888793565,0.0401595605869111,NA,NA
"324","RO1-24.4","RR","La_Romaine",NA,50.585,-63.183,5.11,0.519255209427039,0.0686284302206785,1.2819708953526,0.240810732360894,0.187844149374905,NA,NA,NA,1.7064271359406,0.0112117650907849,NA,NA
"325","RO1-24.4-A17","RR","La_Romaine",NA,50.585,-63.183,6.13673204903386,0.554916976385456,0.0228321417085682,1.90925746760754,0.1069189565,0.0560002819493898,NA,NA,NA,1.04903218480925,0.0263354246933669,NA,NA
"326","RO1-24.4-A17","RR","La_Romaine",NA,50.585,-63.183,6.13673204903386,0.554916976385456,0.0228321417085682,1.90925746760754,0.1069189565,0.0560002819493898,NA,NA,NA,1.04903218480925,0.0263354246933669,NA,NA
"327","RO1-24.4-A18","RR","La_Romaine",NA,50.60321,-63.17719,5.68654527893129,0.560674427649222,0.0188055075686737,1.67710709434918,0.109343763875774,0.0651978423108432,NA,NA,NA,1.06655300629266,0.0426040568698339,NA,NA
"328","RO1-24.4-A18","RR","La_Romaine",NA,50.60321,-63.17719,5.68654527893129,0.560674427649222,0.0188055075686737,1.67710709434918,0.109343763875774,0.0651978423108432,NA,NA,NA,1.06655300629266,0.0426040568698339,NA,NA
"329","RO1-24.5","RR","La_Romaine",NA,50.5673,-63.19555,5.52,0.548518700063091,0.0335669357307296,1.35997793066614,0.215547449142123,0.158493343371054,NA,NA,NA,1.49044989181516,0.00957711520028024,NA,NA
"330","RO1-24.5","RR","La_Romaine",NA,50.5673,-63.19555,5.52,0.548518700063091,0.0335669357307296,1.35997793066614,0.215547449142123,0.158493343371054,NA,NA,NA,1.49044989181516,0.00957711520028024,NA,NA
"331","RO1-24.5-A17","RR","La_Romaine",NA,50.5673,-63.19555,6.40577921799744,0.554177423282317,0.0236693205401117,1.99470867248405,0.074828509581525,0.0375135029058352,NA,NA,NA,1.04137518572855,0.0272024909006103,NA,NA
"332","RO1-24.5-A17","RR","La_Romaine",NA,50.5673,-63.19555,6.40577921799744,0.554177423282317,0.0236693205401117,1.99470867248405,0.074828509581525,0.0375135029058352,NA,NA,NA,1.04137518572855,0.0272024909006103,NA,NA
"333","RO1-24.5-A18","RR","La_Romaine",NA,50.59292,-63.17927,5.54711351625343,NA,NA,1.98045627215211,0.099657829423602,0.0503206411698786,NA,NA,NA,1.05703708636496,0.0451247291395782,NA,NA
"334","RO1-24.5-A18","RR","La_Romaine",NA,50.59292,-63.17927,5.54711351625343,NA,NA,1.98045627215211,0.099657829423602,0.0503206411698786,NA,NA,NA,1.05703708636496,0.0451247291395782,NA,NA
"335","RO1-24-A17","RR","La_Romaine",NA,50.62653,-63.18717,5.80866372679803,0.554922148986919,0.0233990174211022,1.94791075283117,0.0541847757339526,0.0278168677159352,NA,NA,NA,1.15231770133279,0.0264257200131331,NA,NA
"336","RO1-24-A17","RR","La_Romaine",NA,50.62653,-63.18717,5.80866372679803,0.554922148986919,0.0233990174211022,1.94791075283117,0.0541847757339526,0.0278168677159352,NA,NA,NA,1.15231770133279,0.0264257200131331,NA,NA
"337","RO1-24-A18","RR","La_Romaine",NA,50.62702,-63.18756,6.13454753307582,NA,NA,1.69608150904175,0.117279976468071,0.0691476063165925,-21.0368669594747,-36.5748019722684,1.01612780633577,0.981390662610013,0.0402024889962352,0.931633088525218,0.0374539689899637
"338","RO1-24-A18","RR","La_Romaine",NA,50.62702,-63.18756,6.13454753307582,NA,NA,1.69608150904175,0.117279976468071,0.0691476063165925,-21.0368669594747,-36.5748019722684,1.01612780633577,0.981390662610013,0.0402024889962352,0.931633088525218,0.0374539689899637
"339","RO1-25.2","RR","La_Romaine",NA,50.54294,-63.21806,NA,NA,NA,1.18764061891031,0.207845075581772,0.175006708487686,NA,NA,NA,1.42662956940256,0.0147759910754504,NA,NA
"340","RO1-25.2","RR","La_Romaine",NA,50.54294,-63.21806,NA,NA,NA,1.18764061891031,0.207845075581772,0.175006708487686,NA,NA,NA,1.42662956940256,0.0147759910754504,NA,NA
"341","RO1-25.2-A17","RR","La_Romaine",NA,50.54294,-63.21806,6.01577646397514,0.556589026498789,0.0228009528276302,2.04976991808342,0.0668513925239307,0.0326140958232221,NA,NA,NA,0.962930241623162,0.0303279408507953,NA,NA
"342","RO1-25.2-A17","RR","La_Romaine",NA,50.54294,-63.21806,6.01577646397514,0.556589026498789,0.0228009528276302,2.04976991808342,0.0668513925239307,0.0326140958232221,NA,NA,NA,0.962930241623162,0.0303279408507953,NA,NA
"343","RO1-25.2-A18","RR","La_Romaine",NA,50.46794,-63.24289,5.58524013324178,0.547158039802001,0.0274047588981722,1.99,0.106996604303892,0.0537671378411518,NA,NA,NA,0.956261172736424,0.0457676305925542,NA,NA
"344","RO1-25.2-A18","RR","La_Romaine",NA,50.46794,-63.24289,5.58524013324178,0.547158039802001,0.0274047588981722,1.99,0.106996604303892,0.0537671378411518,NA,NA,NA,0.956261172736424,0.0457676305925542,NA,NA
"345","RO1-26","RR","La_Romaine",NA,50.46619,-63.23515,5.15,0.548452799418587,0.0307726760604263,1.701847963637,0.20796683462622,0.12220059551135,NA,NA,NA,1.4973045890136,0.0136875981767297,NA,NA
"346","RO1-26","RR","La_Romaine",NA,50.46619,-63.23515,5.15,0.548452799418587,0.0307726760604263,1.701847963637,0.20796683462622,0.12220059551135,NA,NA,NA,1.4973045890136,0.0136875981767297,NA,NA
"347","RO1-26-A17","RR","La_Romaine",NA,50.46619,-63.23515,6.29553692337025,0.562081028235233,0.0178136378370393,1.88174765181048,0.0799431685624672,0.0424834692821601,NA,NA,NA,0.919941334416228,0.0427300712559295,NA,NA
"348","RO1-26-A17","RR","La_Romaine",NA,50.46619,-63.23515,6.29553692337025,0.562081028235233,0.0178136378370393,1.88174765181048,0.0799431685624672,0.0424834692821601,NA,NA,NA,0.919941334416228,0.0427300712559295,NA,NA
"349","RO1-26-A18","RR","La_Romaine",NA,50.46282,-63.23437,5.58422162638659,0.543951732772071,0.042600589725508,1.60647425052331,0.127299552736179,0.0792415768224801,-21.5250515070344,-33.4014468322763,1.01228679195341,0.889927372548961,0.030635882094769,1.48114766138515,0.0453762651191384
